,occurenceRemarks,eventDate,decimalLongitude,decimalLatitude,verbatimDepth,scientificName,lifeStage,taxonID,datasetID,occurenceID,scientificNameID,nomenclaturalCode,basisOfRecord,organismyQuantityType,organismQuantity
2761,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Isopoda, ,1131.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1131.0,urn:lsid:marinespecies.org:taxname:1131.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
2762,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Cerianthus, ,100782.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_100782.0,urn:lsid:marinespecies.org:taxname:100782.0,WoRMS,Human Observation,Abundance_[#/m3],0.11199999999999999
2763,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Aglantha digitale, ,117849.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_117849.0,urn:lsid:marinespecies.org:taxname:117849.0,WoRMS,Human Observation,Abundance_[#/m3],0.11199999999999999
2764,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Pseudocalanus,male,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],0.223
2765,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Acartia, ,104108.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_104108.0,urn:lsid:marinespecies.org:taxname:104108.0,WoRMS,Human Observation,Abundance_[#/m3],0.893
2766,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Gastropoda,larvae,101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_101.0,urn:lsid:marinespecies.org:taxname:101.0,WoRMS,Human Observation,Abundance_[#/m3],1.786
2767,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Cyclopoida,nauplii,1101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1101.0,urn:lsid:marinespecies.org:taxname:1101.0,WoRMS,Human Observation,Abundance_[#/m3],0.893
2768,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Fritillaria borealis, ,103375.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_103375.0,urn:lsid:marinespecies.org:taxname:103375.0,WoRMS,Human Observation,Abundance_[#/m3],4.02
2769,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Amphipoda, ,1135.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1135.0,urn:lsid:marinespecies.org:taxname:1135.0,WoRMS,Human Observation,Abundance_[#/m3],0.055999999999999994
2770,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Rathkea octopunctata, ,117848.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_117848.0,urn:lsid:marinespecies.org:taxname:117848.0,WoRMS,Human Observation,Abundance_[#/m3],0.16699999999999998
2771,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Ophiuroidea,larvae,123084.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_123084.0,urn:lsid:marinespecies.org:taxname:123084.0,WoRMS,Human Observation,Abundance_[#/m3],2.68
2772,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Pseudocalanus newmani, ,157679.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_157679.0,urn:lsid:marinespecies.org:taxname:157679.0,WoRMS,Human Observation,Abundance_[#/m3],0.447
2773,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Pseudocalanus acuspes, ,104514.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_104514.0,urn:lsid:marinespecies.org:taxname:104514.0,WoRMS,Human Observation,Abundance_[#/m3],0.447
2774,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Calanoida,nauplii,1100.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1100.0,urn:lsid:marinespecies.org:taxname:1100.0,WoRMS,Human Observation,Abundance_[#/m3],5.359
2775,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Bivalvia, ,105.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_105.0,urn:lsid:marinespecies.org:taxname:105.0,WoRMS,Human Observation,Abundance_[#/m3],16.525
2776,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Oikopleura vanhoeffeni, ,103417.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_103417.0,urn:lsid:marinespecies.org:taxname:103417.0,WoRMS,Human Observation,Abundance_[#/m3],8.486
2777,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Obelia longissima, ,117389.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_117389.0,urn:lsid:marinespecies.org:taxname:117389.0,WoRMS,Human Observation,Abundance_[#/m3],0.055999999999999994
2778,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Cirripedia,nauplii,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],2.68
2779,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Triconia borealis, ,128956.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_128956.0,urn:lsid:marinespecies.org:taxname:128956.0,WoRMS,Human Observation,Abundance_[#/m3],5.359
2780,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Hyperiidae, ,101417.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_101417.0,urn:lsid:marinespecies.org:taxname:101417.0,WoRMS,Human Observation,Abundance_[#/m3],0.391
2781,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Clione limacina, ,139178.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_139178.0,urn:lsid:marinespecies.org:taxname:139178.0,WoRMS,Human Observation,Abundance_[#/m3],0.11199999999999999
2782,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Oithona similis, ,106656.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106656.0,urn:lsid:marinespecies.org:taxname:106656.0,WoRMS,Human Observation,Abundance_[#/m3],32.156
2783,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Halitholus cirratus, ,157951.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_157951.0,urn:lsid:marinespecies.org:taxname:157951.0,WoRMS,Human Observation,Abundance_[#/m3],0.055999999999999994
2784,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],2.233
2785,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Paguridae,zoea,106738.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106738.0,urn:lsid:marinespecies.org:taxname:106738.0,WoRMS,Human Observation,Abundance_[#/m3],0.16699999999999998
2786,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Pandalidae, ,106789.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106789.0,urn:lsid:marinespecies.org:taxname:106789.0,WoRMS,Human Observation,Abundance_[#/m3],0.055999999999999994
2787,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Hippolytidae, ,106777.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106777.0,urn:lsid:marinespecies.org:taxname:106777.0,WoRMS,Human Observation,Abundance_[#/m3],0.11199999999999999
2788,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Aeginopsis laurentii, ,117265.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_117265.0,urn:lsid:marinespecies.org:taxname:117265.0,WoRMS,Human Observation,Abundance_[#/m3],0.16699999999999998
2789,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Pseudocalanus, ,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],111.65299999999999
2790,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Brachyura,zoea,106673.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106673.0,urn:lsid:marinespecies.org:taxname:106673.0,WoRMS,Human Observation,Abundance_[#/m3],0.67
2791,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Polychaeta,larvae,883.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_883.0,urn:lsid:marinespecies.org:taxname:883.0,WoRMS,Human Observation,Abundance_[#/m3],29.476
2792,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Mertensia ovum, ,106377.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_106377.0,urn:lsid:marinespecies.org:taxname:106377.0,WoRMS,Human Observation,Abundance_[#/m3],0.16699999999999998
2793,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Clione limacina, ,139178.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_139178.0,urn:lsid:marinespecies.org:taxname:139178.0,WoRMS,Human Observation,Abundance_[#/m3],0.11199999999999999
2794,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Aglantha digitale, ,117849.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_117849.0,urn:lsid:marinespecies.org:taxname:117849.0,WoRMS,Human Observation,Abundance_[#/m3],0.447
2795,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Ctenophora, ,1248.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1248.0,urn:lsid:marinespecies.org:taxname:1248.0,WoRMS,Human Observation,Abundance_[#/m3],0.055999999999999994
2796,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],2.568
2797,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Calanus glacialis/marshallae, ,196770.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_196770.0,urn:lsid:marinespecies.org:taxname:196770.0,WoRMS,Human Observation,Abundance_[#/m3],24.116999999999997
2798,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-160.747,71.0712,50,Cirripedia,cyprid,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.9_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],1057.579
2799,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Ophiuroidea,larvae,123084.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_123084.0,urn:lsid:marinespecies.org:taxname:123084.0,WoRMS,Human Observation,Abundance_[#/m3],2.2119999999999997
2800,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Gammaridae, ,101383.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_101383.0,urn:lsid:marinespecies.org:taxname:101383.0,WoRMS,Human Observation,Abundance_[#/m3],0.069
2801,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Fritillaria borealis, ,103375.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_103375.0,urn:lsid:marinespecies.org:taxname:103375.0,WoRMS,Human Observation,Abundance_[#/m3],8.849
2802,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Acartia, ,104108.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104108.0,urn:lsid:marinespecies.org:taxname:104108.0,WoRMS,Human Observation,Abundance_[#/m3],6.6370000000000005
2803,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Cirripedia,nauplii,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],11.061
2804,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Harpacticoida, ,1102.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1102.0,urn:lsid:marinespecies.org:taxname:1102.0,WoRMS,Human Observation,Abundance_[#/m3],6.6370000000000005
2805,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Microsetella, ,115341.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_115341.0,urn:lsid:marinespecies.org:taxname:115341.0,WoRMS,Human Observation,Abundance_[#/m3],6.6370000000000005
2806,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Pseudocalanus newmani, ,157679.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_157679.0,urn:lsid:marinespecies.org:taxname:157679.0,WoRMS,Human Observation,Abundance_[#/m3],4.425
2807,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Triconia borealis, ,128956.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_128956.0,urn:lsid:marinespecies.org:taxname:128956.0,WoRMS,Human Observation,Abundance_[#/m3],11.061
2808,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Acartia longiremis, ,104257.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104257.0,urn:lsid:marinespecies.org:taxname:104257.0,WoRMS,Human Observation,Abundance_[#/m3],6.6370000000000005
2809,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Bivalvia, ,105.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_105.0,urn:lsid:marinespecies.org:taxname:105.0,WoRMS,Human Observation,Abundance_[#/m3],143.797
2810,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Oikopleura vanhoeffeni, ,103417.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_103417.0,urn:lsid:marinespecies.org:taxname:103417.0,WoRMS,Human Observation,Abundance_[#/m3],0.5529999999999999
2811,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Centropages abdominalis, ,196774.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_196774.0,urn:lsid:marinespecies.org:taxname:196774.0,WoRMS,Human Observation,Abundance_[#/m3],26.546999999999997
2812,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Pseudocalanus,male,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],17.698
2813,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Gastropoda,larvae,101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_101.0,urn:lsid:marinespecies.org:taxname:101.0,WoRMS,Human Observation,Abundance_[#/m3],362.81
2814,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Brachyura,zoea,106673.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_106673.0,urn:lsid:marinespecies.org:taxname:106673.0,WoRMS,Human Observation,Abundance_[#/m3],0.415
2815,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Pseudocalanus minutus, ,104517.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104517.0,urn:lsid:marinespecies.org:taxname:104517.0,WoRMS,Human Observation,Abundance_[#/m3],6.6370000000000005
2816,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Hippolytidae, ,106777.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_106777.0,urn:lsid:marinespecies.org:taxname:106777.0,WoRMS,Human Observation,Abundance_[#/m3],0.069
2817,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Calanoida,nauplii,1100.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1100.0,urn:lsid:marinespecies.org:taxname:1100.0,WoRMS,Human Observation,Abundance_[#/m3],247.77200000000002
2818,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Aglantha digitale, ,117849.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_117849.0,urn:lsid:marinespecies.org:taxname:117849.0,WoRMS,Human Observation,Abundance_[#/m3],0.069
2819,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Paguridae,zoea,106738.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_106738.0,urn:lsid:marinespecies.org:taxname:106738.0,WoRMS,Human Observation,Abundance_[#/m3],0.484
2820,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Thysanoessa raschii, ,110711.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_110711.0,urn:lsid:marinespecies.org:taxname:110711.0,WoRMS,Human Observation,Abundance_[#/m3],0.069
2821,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Cirripedia,cyprid,1082.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1082.0,urn:lsid:marinespecies.org:taxname:1082.0,WoRMS,Human Observation,Abundance_[#/m3],17.698
2822,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Eucalanus bungii, ,196775.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_196775.0,urn:lsid:marinespecies.org:taxname:196775.0,WoRMS,Human Observation,Abundance_[#/m3],2.074
2823,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Neocalanus flemingeri, ,353708.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_353708.0,urn:lsid:marinespecies.org:taxname:353708.0,WoRMS,Human Observation,Abundance_[#/m3],0.415
2824,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Polychaeta,larvae,883.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_883.0,urn:lsid:marinespecies.org:taxname:883.0,WoRMS,Human Observation,Abundance_[#/m3],121.67399999999999
2825,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Themisto pacifica, ,254453.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_254453.0,urn:lsid:marinespecies.org:taxname:254453.0,WoRMS,Human Observation,Abundance_[#/m3],1.037
2826,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Pseudocalanus acuspes, ,104514.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104514.0,urn:lsid:marinespecies.org:taxname:104514.0,WoRMS,Human Observation,Abundance_[#/m3],110.613
2827,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],4.978
2828,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Thysanoessa inermis, ,110708.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_110708.0,urn:lsid:marinespecies.org:taxname:110708.0,WoRMS,Human Observation,Abundance_[#/m3],0.138
2829,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Pseudocalanus, ,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],619.431
2830,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Euphausiacea,furcilia,1128.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1128.0,urn:lsid:marinespecies.org:taxname:1128.0,WoRMS,Human Observation,Abundance_[#/m3],10.508
2831,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Neocalanus cristatus, ,104470.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_104470.0,urn:lsid:marinespecies.org:taxname:104470.0,WoRMS,Human Observation,Abundance_[#/m3],0.34600000000000003
2832,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Oithona similis, ,106656.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_106656.0,urn:lsid:marinespecies.org:taxname:106656.0,WoRMS,Human Observation,Abundance_[#/m3],1468.9370000000001
2833,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Neocalanus plumchrus, ,196772.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_196772.0,urn:lsid:marinespecies.org:taxname:196772.0,WoRMS,Human Observation,Abundance_[#/m3],2.351
2834,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Decapoda,megalopa,1130.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1130.0,urn:lsid:marinespecies.org:taxname:1130.0,WoRMS,Human Observation,Abundance_[#/m3],1.59
2835,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Euphausiacea,juvenile,1128.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_1128.0,urn:lsid:marinespecies.org:taxname:1128.0,WoRMS,Human Observation,Abundance_[#/m3],10.508
2836,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Calanus glacialis/marshallae, ,196770.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_196770.0,urn:lsid:marinespecies.org:taxname:196770.0,WoRMS,Human Observation,Abundance_[#/m3],24.888
2837,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-167.8658,68.0118,51,Parasagitta elegans, ,105440.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_DBO3.5_105440.0,urn:lsid:marinespecies.org:taxname:105440.0,WoRMS,Human Observation,Abundance_[#/m3],18.250999999999998
2838,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Echinodermata,larvae,1806.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_1806.0,urn:lsid:marinespecies.org:taxname:1806.0,WoRMS,Human Observation,Abundance_[#/m3],2.039
2839,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Acartia, ,104108.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_104108.0,urn:lsid:marinespecies.org:taxname:104108.0,WoRMS,Human Observation,Abundance_[#/m3],0.51
2840,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Ophiuroidea,larvae,123084.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_123084.0,urn:lsid:marinespecies.org:taxname:123084.0,WoRMS,Human Observation,Abundance_[#/m3],1.02
2841,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Rathkea octopunctata, ,117848.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_117848.0,urn:lsid:marinespecies.org:taxname:117848.0,WoRMS,Human Observation,Abundance_[#/m3],0.127
2842,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Pseudocalanus acuspes, ,104514.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_104514.0,urn:lsid:marinespecies.org:taxname:104514.0,WoRMS,Human Observation,Abundance_[#/m3],0.255
2843,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Pseudocalanus,male,104165.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_104165.0,urn:lsid:marinespecies.org:taxname:104165.0,WoRMS,Human Observation,Abundance_[#/m3],0.51
2844,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Calanus glacialis/marshallae, ,196770.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_196770.0,urn:lsid:marinespecies.org:taxname:196770.0,WoRMS,Human Observation,Abundance_[#/m3],0.51
2845,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Pseudocalanus mimus, ,355067.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_355067.0,urn:lsid:marinespecies.org:taxname:355067.0,WoRMS,Human Observation,Abundance_[#/m3],0.255
2846,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Pseudocalanus newmani, ,157679.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_157679.0,urn:lsid:marinespecies.org:taxname:157679.0,WoRMS,Human Observation,Abundance_[#/m3],0.765
2847,TWINRING_150UM_MICROSCOPY,2017-08-22 03:47:00,-159.8822,71.0638,55,Gastropoda,larvae,101.0,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML4.3_101.0,urn:lsid:marinespecies.org:taxname:101.0,WoRMS,Human Observation,Abundance_[#/m3],3.0589999999999997
