,datasetID,occurrenceID,eventID,eventDate,occurrenceRemarks,decimalLongitude,decimalLatitude,verbatimDepth,scientificName,lifeStage,taxonID,scientificNameID,nomenclaturalCode,basisOfRecord,measurementType,measurementValue
831,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_7324,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Mertensia ovum, ,106377,urn:lsid:marinespecies.org:taxname:106377,WoRMS,HumanObservation,Abundance_[#/m3],0.20199999999999999
832,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_7792,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Clione limacina, ,139178,urn:lsid:marinespecies.org:taxname:139178,WoRMS,HumanObservation,Abundance_[#/m3],0.303
833,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_3384,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Oithona similis, ,106656,urn:lsid:marinespecies.org:taxname:106656,WoRMS,HumanObservation,Abundance_[#/m3],621.1709999999999
834,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_1045,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Oikopleura vanhoeffeni, ,103417,urn:lsid:marinespecies.org:taxname:103417,WoRMS,HumanObservation,Abundance_[#/m3],1371.7520000000002
835,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_2710,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Polychaeta,larvae,883,urn:lsid:marinespecies.org:taxname:883,WoRMS,HumanObservation,Abundance_[#/m3],194.11599999999999
836,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_1901,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],249.115
837,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_2866,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Parasagitta elegans, ,10544,urn:lsid:marinespecies.org:taxname:10544,WoRMS,HumanObservation,Abundance_[#/m3],5.46
838,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.12_1360,AMBON_Zooplankton_2017_ML3.12_2017-08-15T19:18:00,2017-08-15T19:18:00,TWINRING_150UM_MICROSCOPY,-164.5617,71.8718,38,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Abundance_[#/m3],26.691
839,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_5159,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Rotifera, ,1426,urn:lsid:marinespecies.org:taxname:1426,WoRMS,HumanObservation,Abundance_[#/m3],6.232
840,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_3378,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Bryozoa,cyphonautes,146142,urn:lsid:marinespecies.org:taxname:146142,WoRMS,HumanObservation,Abundance_[#/m3],0.779
841,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_7064,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Microcalanus, ,104164,urn:lsid:marinespecies.org:taxname:104164,WoRMS,HumanObservation,Abundance_[#/m3],0.39
842,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_2842,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Cyclopoida,nauplii,1101,urn:lsid:marinespecies.org:taxname:1101,WoRMS,HumanObservation,Abundance_[#/m3],0.779
843,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_9974,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Harpacticoida, ,1102,urn:lsid:marinespecies.org:taxname:1102,WoRMS,HumanObservation,Abundance_[#/m3],0.39
844,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4187,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Limacina helicina, ,140223,urn:lsid:marinespecies.org:taxname:140223,WoRMS,HumanObservation,Abundance_[#/m3],1.3630000000000002
845,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_9706,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Triconia borealis, ,128956,urn:lsid:marinespecies.org:taxname:128956,WoRMS,HumanObservation,Abundance_[#/m3],0.39
846,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_6387,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Centropages abdominalis, ,196774,urn:lsid:marinespecies.org:taxname:196774,WoRMS,HumanObservation,Abundance_[#/m3],1.558
847,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_1789,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Sipuncula,larvae,1268,urn:lsid:marinespecies.org:taxname:1268,WoRMS,HumanObservation,Abundance_[#/m3],0.195
848,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_1706,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Pseudocalanus,male,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Abundance_[#/m3],0.9740000000000001
849,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_9788,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Pseudocalanus minutus, ,104517,urn:lsid:marinespecies.org:taxname:104517,WoRMS,HumanObservation,Abundance_[#/m3],0.195
850,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4822,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Abundance_[#/m3],4.6739999999999995
851,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_8342,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Abundance_[#/m3],0.9740000000000001
852,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4909,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Pseudocalanus newmani, ,157679,urn:lsid:marinespecies.org:taxname:157679,WoRMS,HumanObservation,Abundance_[#/m3],1.558
853,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_5313,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Pseudocalanus acuspes, ,104514,urn:lsid:marinespecies.org:taxname:104514,WoRMS,HumanObservation,Abundance_[#/m3],1.169
854,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4321,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],10.907
855,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_7779,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Abundance_[#/m3],17.918
856,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_6114,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Ctenophora, ,1248,urn:lsid:marinespecies.org:taxname:1248,WoRMS,HumanObservation,Abundance_[#/m3],1.7530000000000001
857,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_2660,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Calanoida,nauplii,11,urn:lsid:marinespecies.org:taxname:11,WoRMS,HumanObservation,Abundance_[#/m3],43.626999999999995
858,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_9190,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Polychaeta,larvae,883,urn:lsid:marinespecies.org:taxname:883,WoRMS,HumanObservation,Abundance_[#/m3],15.581
859,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_7098,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Bivalvia, ,105,urn:lsid:marinespecies.org:taxname:105,WoRMS,HumanObservation,Abundance_[#/m3],112.184
860,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_2471,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],885.008
861,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_8602,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Fritillaria borealis, ,103375,urn:lsid:marinespecies.org:taxname:103375,WoRMS,HumanObservation,Abundance_[#/m3],202.555
862,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_3467,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Paguridae,zoea,106738,urn:lsid:marinespecies.org:taxname:106738,WoRMS,HumanObservation,Abundance_[#/m3],0.09699999999999999
863,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_8210,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Brachyura,zoea,106673,urn:lsid:marinespecies.org:taxname:106673,WoRMS,HumanObservation,Abundance_[#/m3],0.584
864,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_8914,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Pseudocalanus, ,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Abundance_[#/m3],67.778
865,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_2919,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Parasagitta elegans, ,10544,urn:lsid:marinespecies.org:taxname:10544,WoRMS,HumanObservation,Abundance_[#/m3],3.701
866,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_7591,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Mertensia ovum, ,106377,urn:lsid:marinespecies.org:taxname:106377,WoRMS,HumanObservation,Abundance_[#/m3],0.195
867,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4059,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Abundance_[#/m3],0.48700000000000004
868,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_4922,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Hyperoche medusarum, ,103256,urn:lsid:marinespecies.org:taxname:103256,WoRMS,HumanObservation,Abundance_[#/m3],0.09699999999999999
869,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_3726,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Melicertum octocostatum, ,117743,urn:lsid:marinespecies.org:taxname:117743,WoRMS,HumanObservation,Abundance_[#/m3],0.292
870,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_9741,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Abundance_[#/m3],36.616
871,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_5683,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Oithona similis, ,106656,urn:lsid:marinespecies.org:taxname:106656,WoRMS,HumanObservation,Abundance_[#/m3],380.17900000000003
872,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_8825,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Abundance_[#/m3],0.39
873,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.7_7020,AMBON_Zooplankton_2017_ML1.7_2017-08-18T08:46:00,2017-08-18T08:46:00,TWINRING_150UM_MICROSCOPY,-164.8763,70.7731,38,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],82.58
874,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_1268,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Triconia borealis, ,128956,urn:lsid:marinespecies.org:taxname:128956,WoRMS,HumanObservation,Abundance_[#/m3],1.3659999999999999
875,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_8640,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Oithona setigera, ,106655,urn:lsid:marinespecies.org:taxname:106655,WoRMS,HumanObservation,Abundance_[#/m3],2.733
876,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_2809,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Oikopleura vanhoeffeni, ,103417,urn:lsid:marinespecies.org:taxname:103417,WoRMS,HumanObservation,Abundance_[#/m3],5.465
877,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_8913,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Caligidae, ,135513,urn:lsid:marinespecies.org:taxname:135513,WoRMS,HumanObservation,Abundance_[#/m3],10.93
878,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_2142,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Euphausiacea,calytopsis,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Abundance_[#/m3],2.733
879,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3194,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Euphausiacea,furcilia,1128,urn:lsid:marinespecies.org:taxname:1128,WoRMS,HumanObservation,Abundance_[#/m3],0.085
880,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_4741,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Pseudocalanus minutus, ,104517,urn:lsid:marinespecies.org:taxname:104517,WoRMS,HumanObservation,Abundance_[#/m3],1.3659999999999999
881,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_4842,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Aglantha digitale, ,117849,urn:lsid:marinespecies.org:taxname:117849,WoRMS,HumanObservation,Abundance_[#/m3],0.085
882,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3365,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Eucalanus bungii, ,196775,urn:lsid:marinespecies.org:taxname:196775,WoRMS,HumanObservation,Abundance_[#/m3],0.512
883,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_8834,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Calanus glacialis/marshallae, ,19677,urn:lsid:marinespecies.org:taxname:19677,WoRMS,HumanObservation,Abundance_[#/m3],2.733
884,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_7316,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Hippolytidae, ,106777,urn:lsid:marinespecies.org:taxname:106777,WoRMS,HumanObservation,Abundance_[#/m3],0.085
885,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_8554,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Ophiuroidea,larvae,123084,urn:lsid:marinespecies.org:taxname:123084,WoRMS,HumanObservation,Abundance_[#/m3],54.651
886,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_9387,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Echinodermata,bipinnaria,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],10.93
887,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_5894,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Parasagitta elegans, ,10544,urn:lsid:marinespecies.org:taxname:10544,WoRMS,HumanObservation,Abundance_[#/m3],4.099
888,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_7652,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Acartia, ,104108,urn:lsid:marinespecies.org:taxname:104108,WoRMS,HumanObservation,Abundance_[#/m3],71.046
889,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_7292,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Eurytemora, ,10424,urn:lsid:marinespecies.org:taxname:10424,WoRMS,HumanObservation,Abundance_[#/m3],65.581
890,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_9293,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Gastropoda,larvae,101,urn:lsid:marinespecies.org:taxname:101,WoRMS,HumanObservation,Abundance_[#/m3],174.88299999999998
891,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_9284,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Echinodermata,larvae,1806,urn:lsid:marinespecies.org:taxname:1806,WoRMS,HumanObservation,Abundance_[#/m3],306.046
892,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3721,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Fritillaria borealis, ,103375,urn:lsid:marinespecies.org:taxname:103375,WoRMS,HumanObservation,Abundance_[#/m3],382.55699999999996
893,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_4565,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Pseudocalanus newmani, ,157679,urn:lsid:marinespecies.org:taxname:157679,WoRMS,HumanObservation,Abundance_[#/m3],27.326
894,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3967,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Acartia longiremis, ,104257,urn:lsid:marinespecies.org:taxname:104257,WoRMS,HumanObservation,Abundance_[#/m3],21.86
895,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_7011,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Parasagitta elegans, ,10544,urn:lsid:marinespecies.org:taxname:10544,WoRMS,HumanObservation,Abundance_[#/m3],0.342
896,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_1437,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Paguridae,zoea,106738,urn:lsid:marinespecies.org:taxname:106738,WoRMS,HumanObservation,Abundance_[#/m3],0.342
897,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_4294,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Pseudocalanus acuspes, ,104514,urn:lsid:marinespecies.org:taxname:104514,WoRMS,HumanObservation,Abundance_[#/m3],21.86
898,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3808,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Melicertum octocostatum, ,117743,urn:lsid:marinespecies.org:taxname:117743,WoRMS,HumanObservation,Abundance_[#/m3],0.342
899,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_1617,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Podon leuckartii, ,106277,urn:lsid:marinespecies.org:taxname:106277,WoRMS,HumanObservation,Abundance_[#/m3],142.093
900,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_2064,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Cirripedia,nauplii,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],185.81400000000002
901,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_5611,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Calanoida,nauplii,11,urn:lsid:marinespecies.org:taxname:11,WoRMS,HumanObservation,Abundance_[#/m3],655.811
902,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_8896,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Clione limacina, ,139178,urn:lsid:marinespecies.org:taxname:139178,WoRMS,HumanObservation,Abundance_[#/m3],0.085
903,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3476,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Evadne nordmanni, ,106273,urn:lsid:marinespecies.org:taxname:106273,WoRMS,HumanObservation,Abundance_[#/m3],32.791
904,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_3582,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Cirripedia,cyprid,1082,urn:lsid:marinespecies.org:taxname:1082,WoRMS,HumanObservation,Abundance_[#/m3],21.86
905,AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL6_4912,AMBON_Zooplankton_2017_BBL6_2017-08-21T14:36:00,2017-08-21T14:36:00,TWINRING_150UM_MICROSCOPY,-165.6285,69.8214,38,Pseudocalanus,male,104165,urn:lsid:marinespecies.org:taxname:104165,WoRMS,HumanObservation,Abundance_[#/m3],27.326
