Cruise,Station No,Station Name,No of Grab,Latitude,Longitude,Date and Time,Gear Code,Gear Size,Depth,Abundance,Wet Weight,Carbon Biomass,Taxon Code,Species
AMB15,23,ML6.7 ,2,70.844,-161.538,20150816,VV,0.1,43,5,0.004,0.00006,680302070000B,AMPHIURA SP.                          
AMB15,23,ML6.7 ,2,70.844,-161.538,20150816,VV,0.1,43,35,0.14,0.00196,680306010000B,OPHIOPHOLIS SP.                       
AMB15,23,ML6.7 ,2,70.844,-161.538,20150816,VV,0.1,43,5,0.102,0.00143,680309061100B,OPHIURA SARSI                         
AMB15,23,ML6.7 ,2,70.844,-161.538,20150816,VV,0.1,43,15,0.476,0.01952,720304010100B,MOLGULA GRIFFITHSII                   
AMB15,23,ML6.7 ,2,70.844,-161.538,20150816,VV,0.1,43,10,102.775,1.43885,720305010500B,CHELYOSOMA ORIENTALE                  
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.383,0.02643,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.053,0.00366,480105010100B,PHOLOE MINUTA                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.003,0.00026,480112020400B,ETEONE FLAVA                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.013,0.0009,480122050000B,TYPOSYLLIS SP.                        
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,1.429,0.10289,480124010300B,NEPHTYS CAECA                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.31,0.02139,480127010300B,GLYCINDE ARMIGERA                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,2.066,0.14255,480128010500B,ONUPHIS PARVA                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.039,0.00363,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,130,0.485,0.02959,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,160,1.144,0.06978,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,100,0.147,0.01014,480140020600B,ARICIDEA LOPEZI                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,40,0.005,0.00034,480140020900B,ARICIDEA MINUTA                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.002,0.00014,480142040000B,POLYDORA SP.                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,0.014,0.00097,480142130200B,PYGOSPIO ELEGANS                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,160,0.195,0.01345,480149000000B,CIRRATULIDAE                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.192,0.00845,480152040100B,DIPLOCIRRUS LONGOSETOSUS              
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,1.213,0.0837,480155010100B,SCALIBREGMA INFLATUM                  
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.015,0.00142,480156040200B,TRAVISIA FORBESII                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.015,0.00103,480158010000B,CAPITELLA SP.                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.079,0.00545,480158020000B,HETEROMASTUS SP.                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,150,0.282,0.01946,480158060100B,BARANTOLLA AMERICANA                  
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.204,0.01428,480161030100B,MALDANE SARSI                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.424,0.02968,480161070200B,PETALOPROCTUS TENUIS                  
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,7.638,0.53466,480161080100B,AXIOTHELLA CATENATA                   
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,5.772,0.40404,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.063,0.00441,480161100300B,RHODINE LOVENI                        
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.676,0.04664,480162010200B,OWENIA FUSIFORMIS                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.768,0.05299,480165021200B,AMPHARETE LINDSTROEMI                 
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,40,0.083,0.00573,480167010100B,TEREBELLIDES STROEMII                 
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.044,0.0033,480168010400B,CHONE DUNERI                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,90,0.097,0.00728,480168020100B,EUCHONE ANALIS                        
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,470,22.041,0.8596,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,6.915,0.13138,490403010000B,NUCULANA MINUTA                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,145.493,2.18239,490411010100B,ASTARTE BOREALIS                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.453,0.00679,490411010200B,ASTARTE ALASKENSIS                    
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.026,0.00073,490412010500B,CYCLOCARDIA CRASSIDENS                
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.073,0.00204,490418010400B,KURTIELLA PLANATA [MYSELLA PLANATA]   
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,9.899,0.34647,490424010000B,MACOMA CALCAREA                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.061,0.00213,490424030000B,MACOMA MOESTA                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,1.821,0.05099,490433020100B,LYONSIA ARENOSA                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,14.058,0.66073,490441020100B,YOLDIA HYPERBOREA                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.027,0.00167,490549020000B,CYLICHNA SP.                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.032,0.00237,530700000000B,OSTRACODA                             
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.011,0.00081,532804010000B,LEUCON SP.                            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,150,0.167,0.01236,532804020200B,EUDORELLA PACIFICA                    
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.024,0.00178,532804020400B,EUDORELLA TRUNCATULA                  
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.032,0.00237,532804030500B,EUDORELLOPSIS USCHAKOVI               
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,160,0.417,0.03086,532805030100B,BRACHYDIASTYLIS RESIMA                
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,90,0.066,0.00488,532806010100B,PETALOSARSIA DECLIVIS                 
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,160,0.049,0.00363,532901000000B,TANAIDIDAE [TANAIDAE]                 
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.386,0.02856,533100000000F,AMPHIPODA FRAGMENT                    
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,500,5.826,0.39617,533102010100B,AMPELISCA MACROCEPHALA                
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,1100,7.676,0.52197,533102010200B,AMPELISCA BIRULAI                     
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,350,7.589,0.51605,533102020000B,BYBLIS SP.                            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,260,0.184,0.01251,533102030000B,HAPLOOPS SP.                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,40,0.038,0.00281,533112010000B,APHERUSA SP.                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,0.66,0.04356,533115020000B,COROPHIUM SP.                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.33,0.02475,533121020000B,CERADOCUS SP.                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,330,0.388,0.02638,533126020000B,PHOTIS SP.                            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,120,0.239,0.01625,533126030000B,PROTOMEDEIA SP.                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,70,0.249,0.01843,533127020000B,ISCHYROCERUS SP.                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.139,0.01126,533134290000B,ORCHOMENE SP.                         
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,0.026,0.00192,533137050000B,BATHYMEDON SP.                        
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.005,0.00037,533142010200B,HARPINIA KOBJAKOVAE                   
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,0.105,0.00777,533142030000B,HETEROPHOXUS SP.                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,160,0.113,0.00836,533142100000B,HARPINIA SP.                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,0.12,0.00888,533142110000B,GRANDIFOXUS SP.                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.013,0.00096,533143000000B,PLEUSTIDAE                            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,30,7.859,0.58157,533154080100B,MAERA DANAE                           
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,70,8.397,0.68016,533157030000B,ANONYX SP.                            
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.119,0.00964,533157490000B,CENTROMEDON SP.                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.04,0.00228,533317020000X,HYAS SP. (X)                          
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.537,0.02417,590101010100B,GOLFINGIA MARGARITACEA                
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.013,0.00059,590102020100B,PHASCOLION STROMBUS                   
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.021,0.00095,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,10,0.171,0.00171,660000000000F,BRYOZOA FRAGMENT                      
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,50,1.255,0.01757,680306010000B,OPHIOPHOLIS SP.                       
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,40,12.678,0.17749,720302050100B,PELONAIA CORRUGATA                    
AMB15,24,ML6.8 ,1,70.96,-161.138,20150816,VV,0.1,42,20,0.925,0.03793,720304010100B,MOLGULA GRIFFITHSII                   
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,1.161,0.07082,330300000000F,ANTHOZOA FRAGMENT                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,16.461,1.00412,330310000000B,ANTHOZOA ACTINARIA                    
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.098,0.00911,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.124,0.00856,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.021,0.00153,480101180100B,ENIPO CHUCKCHI                        
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.604,0.04409,480101220100B,MALMGRENIA CASTANEA                   
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.026,0.00179,480105010100B,PHOLOE MINUTA                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.039,0.00339,480112020500B,ETEONE LONGA                          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.149,0.01296,480112020900B,ETEONE SPETSBERGENSIS                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.015,0.00103,480122010300B,AUTOLYTUS PRISMATICUS                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,50,2.803,0.19341,480122050000B,TYPOSYLLIS SP.                        
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.004,0.00028,480122070000B,EXOGONE SP.                           
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,50,45.125,3.249,480124010300B,NEPHTYS CAECA                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.051,0.00474,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,90,0.159,0.0097,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,120,0.285,0.01739,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.024,0.00166,480140020600B,ARICIDEA LOPEZI                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.012,0.00083,480140020900B,ARICIDEA MINUTA                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.027,0.00186,480142040000B,POLYDORA SP.                          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.01,0.00069,480142050200B,PRIONOSPIO CIRRIFERA                  
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,120,0.036,0.00248,480142050300B,PRIONOSPIO STEENSTRUPI                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,140,0.02,0.00138,480142130200B,PYGOSPIO ELEGANS                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,320,0.379,0.02615,480149000000B,CIRRATULIDAE                          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.841,0.037,480152010200B,BRADA VILLOSA                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.046,0.00437,480156040200B,TRAVISIA FORBESII                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,80,0.116,0.008,480158010000B,CAPITELLA SP.                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,90,0.312,0.02153,480158020000B,HETEROMASTUS SP.                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,100,0.063,0.00435,480158060100B,BARANTOLLA AMERICANA                  
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.335,0.02345,480161030100B,MALDANE SARSI                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,10.035,0.70245,480161050300B,NICOMACHE MINOR                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.595,0.04165,480161070200B,PETALOPROCTUS TENUIS                  
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,1.048,0.07336,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.115,0.00805,480161100000B,RHODINE SP.                           
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,2.642,0.1823,480162010200B,OWENIA FUSIFORMIS                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.071,0.0049,480162020200B,MYRIOCHELE OCULATA                    
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.739,0.05099,480167010100B,TEREBELLIDES STROEMII                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.574,0.04305,480168010400B,CHONE DUNERI                          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,330,12.816,0.49982,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.033,0.00092,490407040200B,MUSCULUS DISCORS                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,202.853,3.04279,490411010100B,ASTARTE BOREALIS                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.051,0.00143,490412010200B,CYCLOCARDIA CREABRICOSTATA            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.022,0.00062,490412010500B,CYCLOCARDIA CRASSIDENS                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.018,0.0005,490416010000B,DIPLODONTA SP.                        
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,270,2.142,0.05998,490418010400B,KURTIELLA PLANATA [MYSELLA PLANATA]   
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.007,0.0002,490421050200B,NUTRICOLA TANTILLA                    
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,2.005,0.07018,490424010000B,MACOMA CALCAREA                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.008,0.00028,490424030000B,MACOMA MOESTA                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,2.576,0.15971,490524020000X,TRICHOTROPIS SP. (X)                  
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.004,0.0003,530700000000B,OSTRACODA                             
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.032,0.00237,532804010000B,LEUCON SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.048,0.00355,532804010100B,LEUCON NASICA                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,50,0.021,0.00155,532804010200B,LEUCON NASICOIDES                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,130,0.117,0.00866,532804020100B,EUDORELLA EMARGINATA                  
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,400,0.377,0.0279,532804020200B,EUDORELLA PACIFICA                    
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.016,0.00118,532804030400B,EUDORELLOPSIS DEFORMIS                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.031,0.00229,532804030500B,EUDORELLOPSIS USCHAKOVI               
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,260,0.435,0.03219,532805030100B,BRACHYDIASTYLIS RESIMA                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,0.007,0.00052,532806010100B,PETALOSARSIA DECLIVIS                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,210,0.067,0.00496,532901000000B,TANAIDIDAE [TANAIDAE]                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.006,0.00044,533002040000B,IDOTEA SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.003,0.00022,533007010000B,MUNNA SP.                             
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,120,0.331,0.02251,533102010100B,AMPELISCA MACROCEPHALA                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,1360,6.45,0.4386,533102010200B,AMPELISCA BIRULAI                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,1.016,0.06909,533102010500B,AMPELISCA ESCHRICHTII                 
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,220,11.465,0.77962,533102020000B,BYBLIS SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.084,0.00571,533102030000B,HAPLOOPS SP.                          
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.086,0.00568,533115020000B,COROPHIUM SP.                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,60,0.744,0.0558,533121020100B,CERADOCUS TORELLI                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,70,0.064,0.00435,533126020000B,PHOTIS SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,810,1.824,0.12403,533126030000B,PROTOMEDEIA SP.                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,100,0.076,0.00562,533127020000B,ISCHYROCERUS SP.                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,60,0.081,0.00656,533134290000B,ORCHOMENE SP.                         
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,70,0.138,0.01021,533137040000B,ARRHIS SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,50,0.086,0.00636,533137050000B,BATHYMEDON SP.                        
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,40,0.021,0.00155,533137120000B,PAROEDICEROS SP.                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,250,0.171,0.01265,533142010200B,HARPINIA KOBJAKOVAE                   
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,30,0.024,0.00178,533142011000B,HARPINIA SERRIATA                     
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,240,0.227,0.0168,533142030000B,HETEROPHOXUS SP.                      
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,50,0.128,0.00947,533142110000B,GRANDIFOXUS SP.                       
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.003,0.00022,533143000000B,PLEUSTIDAE                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,70,0.637,0.02867,590101010100B,GOLFINGIA MARGARITACEA                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,150.773,6.78479,610101020200B,PRIAPULUS CAUDATUS                    
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,20,0.015,0.00031,660301010600B,ALCYONIDUM VERMICULARE                
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,120.347,2.88833,680412020000B,PSOLUS SP.                            
AMB15,25,ML6.9 ,1,71.075,-160.735,20150816,VV,0.1,52,10,9.686,0.1356,720302050100B,PELONAIA CORRUGATA                    
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,36.34,2.21674,330300000000F,ANTHOZOA FRAGMENT                     
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,843.6,33.744,330312020100F,GERSEMIA RUBIFORMIS FRAGMENT          
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.09,0.00621,480100000000F,POLYCHAETA FRAGMENT                   
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,50,1.184,0.08643,480101240100B,PETTIBONESIA [MALMGRENIA] FURCOSETOSA 
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,20,0.008,0.00055,480105010100B,PHOLOE MINUTA                         
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.003,0.00026,480112020500B,ETEONE LONGA                          
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,20,0.003,0.00021,480122050000B,TYPOSYLLIS SP.                        
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.002,0.00014,480122060000B,EUSYLLIS SP.                          
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.004,0.00028,480127010300B,GLYCINDE ARMIGERA                     
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.014,0.00085,480139030100B,SCOLOPLOS ARMIGER                     
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,30,0.096,0.00586,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.012,0.00083,480142040000B,POLYDORA SP.                          
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.011,0.00076,480142050300B,PRIONOSPIO STEENSTRUPI                
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,60,0.012,0.00083,480142130200B,PYGOSPIO ELEGANS                      
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,50,0.021,0.00145,480149000000B,CIRRATULIDAE                          
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,1.021,0.07045,480155010100B,SCALIBREGMA INFLATUM                  
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.189,0.01304,480165020100B,AMPHARETE ARCTICA                     
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,30,0.112,0.00773,480165021100B,AMPHARETE FINMARCHICA                 
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,20,0.116,0.0087,480168020100B,EUCHONE ANALIS                        
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.02,0.00056,490407040200B,MUSCULUS DISCORS                      
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.063,0.00176,490407041200B,MUSCULUS OLIVACEUS                    
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,20,0.184,0.00515,490435020200B,THRACIA MYOPSIS                       
AMB15,26,ML4.1 ,1,70.892,-159.393,20150819,VV,0.1,26,10,0.032,0.00256,490525040200X,EUSPIRA PALLIDA [POLINICES PALLIDA] (X
