Cruise,Station No,Station Name,No of Grab,Latitude,Longitude,Date and Time,Gear Code,Gear Size,Depth,Abundance,Wet Weight,Carbon Biomass,Taxon Code,Species
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.01,0.00081,533134290000B,ORCHOMENE SP.                         
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,10,0.004,0.0003,533137040000B,ARRHIS SP.                            
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.014,0.00104,533137080000B,MONOCULODES SP.                       
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,10,0.005,0.00037,533137160000B,OEDICEROS SP.                         
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,45,0.052,0.00385,533143000000B,PLEUSTIDAE                            
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,10,0.737,0.05454,533154100500B,MELITA ALASKENSIS                     
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.012,0.00097,533157030000B,ANONYX SP.                            
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.006,0.00044,533198070000B,CAPRELLA SP.                          
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.06,0.00342,533317020000X,HYAS SP. (X)                          
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,10,3.09,0.0309,660000000000F,BRYOZOA FRAGMENT                      
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,230,872.983,6.98386,680202010100B,ECHINARACHNIUS PARMA                  
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,395,1480.342,16.28376,680204020100B,STRONGYLOCENTROTUS DROEBACHIENSIS     
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,10,0.198,0.00277,680306010000B,OPHIOPHOLIS SP.                       
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.016,0.00066,720303020000B,BOLTENIA SP.                          
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.028,0.00115,720304010100B,MOLGULA GRIFFITHSII                   
AMB17,19,ML6.5 ,2,70.627,-162.247,20170810,VV,0.1,41,5,0.378,0.00529,720305010500B,CHELYOSOMA ORIENTALE                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.009,0.00009,310410000000X,NODOSARIIDAE (X)                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.859,0.00859,330100000000X,HYDROZOA (X)                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.169,0.01031,330310000000B,ANTHOZOA ACTINARIA                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,0.05,0.00465,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,13.333,0.023,0.00214,400000000001B,NEMERTEA SP. 1                        
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.49,0.03381,480100000000F,POLYCHAETA FRAGMENT                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.142,0.01037,480101030100B,ARCTEOBIA ANTICOSTIENISIS             
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.001,0.00007,480101150100B,POLYNOE CANADENSIS                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.044,0.00304,480105010100B,PHOLOE MINUTA                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,1.849,0.16086,480112010600B,PHYLLODOCE MACULATA                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,53.333,0.193,0.01679,480112020500B,ETEONE LONGA                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.006,0.00041,480122000000B,SYLLIDAE                              
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.0001,0.00001,480122030000B,SYLLIS SP.                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.004,0.00028,480122070000B,EXOGONE SP.                           
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.026,0.00187,48012401000JB,NEPHTYS JUVENILE                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.337,0.02426,480124010200B,NEPHTYS CILIATA                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.079,0.00569,480124010300B,NEPHTYS CAECA                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,190,0.675,0.04657,480127010300B,GLYCINDE ARMIGERA                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,1.108,0.10304,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.028,0.0026,480130010000F,SCOLETOMA [LUMBRINERIS] SP. FRAGMENT  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,40,0.74,0.04514,480139030100B,SCOLOPLOS ARMIGER                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.454,0.02769,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.001,0.00007,480140020400B,ARICIDEA JEFFREYSEI                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,26.667,0.011,0.00076,480142040000B,POLYDORA SP.                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.002,0.00014,480142050200B,PRIONOSPIO CIRRIFERA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,150,0.388,0.02677,480149000000B,CIRRATULIDAE                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.003,0.00013,480152010200B,BRADA VILLOSA                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.354,0.02443,480155010100B,SCALIBREGMA INFLATUM                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.202,0.01394,480158000000F,CAPITELLIDAE FRAGMENT                 
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.0001,0.00001,480158010100B,CAPITELLA CAPITATA                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.036,0.00248,480158020000B,HETEROMASTUS SP.                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,43.333,0.036,0.00248,480158060100B,BARANTOLLA AMERICANA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,13.333,0.222,0.01554,480161030100B,MALDANE SARSI                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.061,0.00427,480161050000B,NICOMACHE SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,0.197,0.01379,480161070200B,PETALOPROCTUS TENUIS                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,33.333,0.965,0.06755,480161090100B,PRAXILLELLA GRACILIS                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,23.333,1.338,0.09366,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.169,0.01183,480161100200B,RHODINE GLACILIOR                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,23.333,0.455,0.03139,480162020200B,MYRIOCHELE OCULATA                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.001,0.00005,480164020200B,PECTINARIA GRANULATA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.27,0.01863,480165020000B,AMPHARETE SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.024,0.00166,480165020100B,AMPHARETE ARCTICA                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.127,0.00876,480165020700B,AMPHARETE GOESI                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.276,0.01904,480165040100B,LYSIPPE LABIATA                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.087,0.00531,480166170100B,LAPHANIA BOECKI                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,30,1.072,0.07397,480167010100B,TEREBELLIDES STROEMII                 
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,56.667,0.04,0.003,480168010000B,CHONE SP.                             
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,76.667,0.02,0.0015,480168010400B,CHONE DUNERI                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.001,0.00008,480168020000B,EUCHONE SP.                           
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.014,0.00097,480170050000B,SPIRORBIS SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,193.333,7.585,0.29582,490402030000B,ENNUCULA TENUIS [N. BELLOTI]          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.019,0.00036,490403020100B,NUCULANA PERNULA                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.001,0.00003,490407000000B,MYTILIDAE                             
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,83.333,5.348,0.08022,490411010300B,ASTARTE MONTAGUI                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.013,0.00036,490412010200B,CYCLOCARDIA CREABRICOSTATA            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.004,0.00011,490415020100B,AXINOPSIDA SERRICATA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.292,0.00818,490415030100B,THYASIRA FLEXUOSA                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.116,0.00325,490415030700B,THYASIRA GOULDI                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,23.333,0.017,0.00048,490418010200B,KURTIELLA TUMIDA [MYSELLA TUMIDA]     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,40,0.084,0.00235,490418010400B,KURTIELLA PLANATA [MYSELLA PLANATA]   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.149,0.00492,490420200000B,SERRIPES GROENLANDICUS                
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.343,0.0096,490421040100B,LIOCYMA FLUCTUOSA                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.008,0.00022,490421050100B,NUTRICOLA LORDI                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,293.333,3.122,0.10927,490424010000B,MACOMA CALCAREA                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.001,0.00004,490424011800B,MACOMA TORELLI                        
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,40,0.009,0.00025,490428040100B,SPHENIA OVOIDEA                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.013,0.00036,490433020100B,LYONSIA ARENOSA                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.009,0.00042,490441020100B,YOLDIA HYPERBOREA                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,33.333,0.019,0.00118,490500000000B,GASTROPODA                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.07,0.0021,490506030000B,MARGARITES SP.                        
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,33.333,2.492,0.1545,490518010100X,TACHYRYNCHUS EROSUS (X)               
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,1.757,0.10893,490518010200X,TACHYRYNCHUS RETICULATUS (X)          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,1.405,0.11942,490532010000X,BUCCINUM SP. (X)                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.523,0.03243,490541040000X,OENOPOTA SP. (X)                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.002,0.00012,490545010100B,RETUSA OBTUSA                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.126,0.00932,530000000000B,CRUSTACEA                             
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.382,0.02827,530000000000F,CRUSTACEA FRAGMENT                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,0.003,0.00003,531802010000X,BALANUS SP. (X)                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.061,0.00451,532804010000B,LEUCON SP.                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.059,0.00437,532804010100B,LEUCON NASICA                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.006,0.00044,532804010200B,LEUCON NASICOIDES                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.062,0.00459,532804020100B,EUDORELLA EMARGINATA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.008,0.00059,532804020200B,EUDORELLA PACIFICA                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,0.081,0.00599,532804030200B,EUDORELLOPSIS DERZHAVINI              
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.001,0.00007,532805030100B,BRACHYDIASTYLIS RESIMA                
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.0001,0.00001,532900000000B,TANAIDACEA                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,73.333,0.215,0.01462,533102010000B,AMPELISCA SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,90,1.635,0.11118,533102010100B,AMPELISCA MACROCEPHALA                
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,30,0.093,0.00632,533102010200B,AMPELISCA BIRULAI                     
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,106.667,0.461,0.03135,533102010500B,AMPELISCA ESCHRICHTII                 
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,30,4.682,0.31838,533102011200B,AMPELISCA ERYTHRORHABDOTA             
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,553.333,8.661,0.58895,533102020000B,BYBLIS SP.                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.238,0.01618,533102030000B,HAPLOOPS SP.                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.019,0.00125,533115020000B,COROPHIUM SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.002,0.00015,533117020000B,GUERNEA SP.                           
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.019,0.00129,533126020300B,PHOTIS SPASSKII                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,0.027,0.00184,533126020600B,PHOTIS VINOGRADOVI                    
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,1.972,0.1341,533126030000B,PROTOMEDEIA SP.                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,200,0.313,0.02128,533126030100B,PROTOMEDEIA FASCIATA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,143.333,0.208,0.01539,533127020000B,ISCHYROCERUS SP.                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.007,0.00057,533134290000B,ORCHOMENE SP.                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.067,0.00496,533137000000B,OEDICEROTIDAE                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,0.002,0.00015,533137050000B,BATHYMEDON SP.                        
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.054,0.004,533137120000B,PAROEDICEROS SP.                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.003,0.00022,533142010200B,HARPINIA KOBJAKOVAE                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,33.333,0.026,0.00192,533142010500B,HARPINIA GURJANOVAE                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.005,0.00037,533142070000B,PARAPHOXUS SP.                        
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,230,0.464,0.03434,533142070800B,PARAPHOXUS OCULATUS                   
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,6.667,0.037,0.00274,533142072900B,PARAPHOXUS EPISTOMUS                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.0001,0.00001,533143000000B,PLEUSTIDAE                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,73.333,0.189,0.01399,533154100000B,MELITA SP.                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.005,0.0004,533157030000B,ANONYX SP.                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,36.667,0.639,0.05176,533157490000B,CENTROMEDON SP.                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,1.78,0.09256,533311020000X,PAGURUS SP. (X)                       
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,23.333,0.068,0.00306,590101010100B,GOLFINGIA MARGARITACEA                
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,20,0.018,0.00081,590101020200B,NEPHASOMA DIAPHANES DIAPHANES         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,10,15.568,0.15568,660000000000F,BRYOZOA FRAGMENT                      
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,80,0.013,0.0001,680200000000B,ECHINOIDEA                            
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.12,0.00168,680306010100B,OPHIOPHOLIS ACULEATA                  
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,1.866,0.02612,680309060000B,OPHIURA SP.                           
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,16.667,1.84,0.02576,680309061100B,OPHIURA SARSI                         
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.26,0.01066,720303020000B,BOLTENIA SP.                          
AMB17,20,ML6.6 ,4,70.726,-161.94,20170810,VV,0.1,42,3.333,0.267,0.00534,999999000000X,UNIDENTIFIED (X)                      
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,2.008,0.02008,320000000000X,PORIFERA (X)                          
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,19.452,1.18657,330309000000F,ANTHOZOA (CORAL) FRAGMENT             
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,113.481,4.53924,330312020100F,GERSEMIA RUBIFORMIS FRAGMENT          
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.039,0.00363,400000000000B,NEMERTEA [RHYNCOCOELA]                
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.293,0.02022,480100000000F,POLYCHAETA FRAGMENT                   
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,15,0.635,0.04635,480101030100B,ARCTEOBIA ANTICOSTIENISIS             
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.044,0.00321,480101030200B,ARCTEOBIA SPINELYTRIS                 
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.026,0.0019,480101060100B,GATTYANA AMONDSENI                    
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.003,0.00022,480101080000B,HARMOTHOE SP.                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,1.043,0.07614,480101200100B,BYLGIDES ELEGANS                      
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.008,0.00055,480105010100B,PHOLOE MINUTA                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,15,0.039,0.00339,480112020400B,ETEONE FLAVA                          
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,15,0.06,0.00522,480112020800B,ETEONE AURICANTA                      
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,65,0.236,0.01628,480122050000B,TYPOSYLLIS SP.                        
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,20,5.769,0.41537,480124010300B,NEPHTYS CAECA                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,6.581,0.47383,480124010900B,NEPHTYS LONGOSETOSA                   
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.02,0.00138,480125020100B,SPHAERODOROPSIS MINUTA                
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,40,0.108,0.00745,480127010200B,GLYCINDE WIRENII                      
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,70,0.632,0.04361,480127010300B,GLYCINDE ARMIGERA                     
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,15,3.034,0.28216,480130010000B,SCOLETOMA [LUMBRINERIS] SP.           
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,35,0.168,0.01025,480139030100B,SCOLOPLOS ARMIGER                     
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.096,0.00586,480139030200B,LEITOSCOLOPLOS PUGETTENSIS            
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.003,0.00021,480140020600B,ARICIDEA LOPEZI                       
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.002,0.00014,480140040100B,LEVINSENIA GRACILIS                   
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.014,0.00087,480141010000B,APISTOBRANCHUS SP.                    
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,15,0.023,0.00159,480142020000B,LAONICE SP.                           
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.002,0.00014,480142050300B,PRIONOSPIO STEENSTRUPI                
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.054,0.00373,480143010200B,MAGELONA PACIFICA                     
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,110,0.126,0.00869,480149000000B,CIRRATULIDAE                          
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.018,0.00079,480152010200B,BRADA VILLOSA                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.019,0.00084,480152040100B,DIPLOCIRRUS LONGOSETOSUS              
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.118,0.00814,480155010100B,SCALIBREGMA INFLATUM                  
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.037,0.00351,480156030400B,AMMOTRYPANE MULTIPAPILATA             
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.003,0.00021,480158010000B,CAPITELLA SP.                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.005,0.00034,480158020000B,HETEROMASTUS SP.                      
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,195,0.357,0.02463,480158060100B,BARANTOLLA AMERICANA                  
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.287,0.02009,480161000000B,MALDANIDAE                            
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,75,1.701,0.11907,480161030100B,MALDANE SARSI                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,25,1.364,0.09548,480161050000B,NICOMACHE SP.                         
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,20,5.304,0.37128,480161050100B,NICOMACHE LUMBRICALIS                 
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.012,0.00084,480161070000B,PETALOPROCTUS SP.                     
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.306,0.02142,480161070200B,PETALOPROCTUS TENUIS                  
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.036,0.00252,480161070300B,PETALOPROCTUS SERRATA                 
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.841,0.05887,480161080100B,AXIOTHELLA CATENATA                   
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,10,0.287,0.02009,480161090101B,PRAXILLELLA GRACILIS ORIENTALIS       
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,40,3.513,0.24591,480161090200B,PRAXILLELLA PRAETERMISSA              
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,100,2.95,0.2065,480161100000B,RHODINE SP.                           
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,95,2.955,0.20685,480161100300B,RHODINE LOVENI                        
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,5,0.0001,0.00001,480162020000F,MYRIOCHELE SP. FRAGMENT               
AMB17,21,ML6.7 ,2,70.844,-161.537,20170810,VV,0.1,46,40,0.748,0.05161,480165021100B,AMPHARETE FINMARCHICA                 
