Cruise,locationID,samplingProtocol,Haul,scientificName,LengthClass10mm,TotalLength,Weight,Count
AMBON15,DBO3.1,PSBTA,10,Eleginus gracilis,,68,,1
AMBON15,DBO3.1,PSBTA,10,Eleginus gracilis,,67,,1
AMBON15,DBO3.1,PSBTA,10,Eleginus gracilis,,62,,1
AMBON15,DBO3.1,PSBTA,10,Eleginus gracilis,,61,,1
AMBON15,DBO3.1,PSBTA,10,Gymnelus hemifasciatus,,86,,1
AMBON15,DBO3.1,PSBTA,10,Gymnelus hemifasciatus,,97,,1
AMBON15,DBO3.1,PSBTA,10,Gymnelus hemifasciatus,,105,,1
AMBON15,DBO3.1,PSBTA,10,Gymnelus hemifasciatus,,108,,1
AMBON15,DBO3.1,PSBTA,10,Gymnelus hemifasciatus,,130,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,28,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,30,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,28,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,28,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,32,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,33,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,32,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,34,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,31,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,33,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,32,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,31,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,31,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,72,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,77,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,80,,1
AMBON15,DBO3.1,PSBTA,10,Gymnocanthus tricuspis,,85,,1
AMBON15,DBO3.1,PSBTA,10,Limanda aspera,,97,,1
AMBON15,DBO3.1,PSBTA,10,Limanda aspera,,93,,1
AMBON15,DBO3.1,PSBTA,10,Limanda aspera,,98,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,24,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,26,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,26,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,24,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,28,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,29,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,22,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,26,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,26,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,29,,1
AMBON15,DBO3.1,PSBTA,10,Liparis sp.,,32,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,79,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,76,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,84,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,82,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,88,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,84,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,86,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,85,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,82,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,81,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,92,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,95,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,96,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,101,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,114,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,111,,1
AMBON15,DBO3.1,PSBTA,10,Lumpenus fabricii,,125,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,37,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,49,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,50,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,49,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,42,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,41,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,49,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,54,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,51,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,86,,1
AMBON15,DBO3.1,PSBTA,10,Myoxocephalus scorpius,,94,,1
AMBON15,DBO3.1,PSBTA,10,Nautichthys pribilovius,,28,,1
AMBON15,DBO3.1,PSBTA,10,Nautichthys pribilovius,,29,,1
AMBON15,DBO3.1,PSBTA,10,Nautichthys pribilovius,,28,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,25,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,24,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,25,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,23,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,23,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,28,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,21,,1
AMBON15,DBO3.1,PSBTA,10,Pleuronectidae,,21,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,36,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,60,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,56,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,61,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,65,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,77,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,80,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,81,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,100,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,92,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,94,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,98,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,96,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,100,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,96,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,97,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,100,,1
AMBON15,DBO3.1,PSBTA,10,Stichaeus punctatus,,103,,1
AMBON15,DBO3.1,PSBTA,10,Trichocottus brashnikovi,,29,,1
AMBON15,DBO3.1,PSBTA,10,Trichocottus brashnikovi,,23,,1
AMBON15,DBO3.1,PSBTA,10,Triglops pingelii,,55,,1
AMBON15,DBO3.1,PSBTA,10,Triglops pingelii,,111,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,20,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,21,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,22,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,24,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,21,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,48,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,51,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,67,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,60,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,65,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,61,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,69,,1
AMBON15,DBO3.2,PSBTA,8,Artediellus scaber,,74,,1
AMBON15,DBO3.2,PSBTA,8,Boreogadus saida,,41,,1
AMBON15,DBO3.2,PSBTA,8,Boreogadus saida,,44,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,46,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,51,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,57,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,51,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,48,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,57,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,57,,1
AMBON15,DBO3.2,PSBTA,8,Eleginus gracilis,,52,,1
AMBON15,DBO3.2,PSBTA,8,Gymnelus hemifasciatus,,68,,1
AMBON15,DBO3.2,PSBTA,8,Gymnelus hemifasciatus,,96,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,28,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,31,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,32,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,41,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,58,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,63,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,61,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,69,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,62,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,70,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,71,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,75,,1
AMBON15,DBO3.2,PSBTA,8,Gymnocanthus tricuspis,,82,,1
AMBON15,DBO3.2,PSBTA,8,Hippoglossoides robustus,,88,,1
AMBON15,DBO3.2,PSBTA,8,Liparis sp.,,25,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,57,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,60,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,90,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,86,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,81,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,87,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,100,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,98,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,95,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,92,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,100,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,92,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,97,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,109,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,102,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,103,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,105,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,102,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,118,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,116,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,111,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,112,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,115,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,122,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,125,,1
AMBON15,DBO3.2,PSBTA,8,Lumpenus fabricii,,124,,1
AMBON15,DBO3.2,PSBTA,8,Nautichthys pribilovius,,27,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,32,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,24,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,28,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,28,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,26,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,24,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,26,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,23,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,24,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,25,,1
AMBON15,DBO3.2,PSBTA,8,Pleuronectidae,,21,,1
AMBON15,DBO3.2,PSBTA,8,Stichaeus punctatus,,88,,1
AMBON15,DBO3.2,PSBTA,8,Stichaeus punctatus,,85,,1
AMBON15,DBO3.2,PSBTA,8,Stichaeus punctatus,,80,,1
AMBON15,DBO3.2,PSBTA,8,Stichaeus punctatus,,110,,1
AMBON15,DBO3.2,PSBTA,8,Trichocottus brashnikovi,,32,,1
AMBON15,DBO3.2,PSBTA,8,Triglops pingelii,,48,,1
AMBON15,DBO3.3,PSBTA,7,Artediellus scaber,,50,,1
AMBON15,DBO3.3,PSBTA,7,Artediellus scaber,,58,,1
AMBON15,DBO3.3,PSBTA,7,Artediellus scaber,,64,,1
AMBON15,DBO3.3,PSBTA,7,Artediellus scaber,,75,,1
AMBON15,DBO3.3,PSBTA,7,Artediellus scaber,,117,,1
AMBON15,DBO3.3,PSBTA,7,Gymnelus viridis,,122,,1
AMBON15,DBO3.3,PSBTA,7,Gymnelus viridis,,141,,1
AMBON15,DBO3.3,PSBTA,7,Gymnocanthus tricuspis,,79,,1
AMBON15,DBO3.3,PSBTA,7,Gymnocanthus tricuspis,,79,,1
AMBON15,DBO3.3,PSBTA,7,Liparis sp.,,25,,1
AMBON15,DBO3.3,PSBTA,7,Liparis sp.,,26,,1
AMBON15,DBO3.3,PSBTA,7,Liparis sp.,,30,,1
AMBON15,DBO3.3,PSBTA,7,Liparis sp.,,28,,1
AMBON15,DBO3.3,PSBTA,7,Liparis sp.,,31,,1
AMBON15,DBO3.3,PSBTA,7,Lumpenus fabricii,,117,,1
AMBON15,DBO3.3,PSBTA,7,Lumpenus fabricii,,116,,1
AMBON15,DBO3.3,PSBTA,7,Lumpenus fabricii,,114,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,86,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,97,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,92,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,96,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,95,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,95,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,94,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,98,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,101,,1
AMBON15,DBO3.3,PSBTA,7,Stichaeus punctatus,,101,,1
AMBON15,DBO3.4,PSBTA,5,Aspidophoroides olrikii,,47,,1
AMBON15,DBO3.4,PSBTA,5,Aspidophoroides olrikii,,56,,1
AMBON15,DBO3.4,PSBTA,5,Aspidophoroides olrikii,,65,,1
AMBON15,DBO3.4,PSBTA,5,Boreogadus saida,,49,,1
AMBON15,DBO3.4,PSBTA,5,Boreogadus saida,,45,,1
AMBON15,DBO3.4,PSBTA,5,Eleginus gracilis,,47,,1
AMBON15,DBO3.4,PSBTA,5,Eleginus gracilis,,59,,1
AMBON15,DBO3.4,PSBTA,5,Liparis sp.,,25,,1
AMBON15,DBO3.4,PSBTA,5,Liparis sp.,,24,,1
AMBON15,DBO3.4,PSBTA,5,Liparis sp.,,24,,1
AMBON15,DBO3.4,PSBTA,5,Liparis sp.,,21,,1
AMBON15,DBO3.4,PSBTA,5,Liparis sp.,,32,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,88,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,88,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,90,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,95,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,100,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,121,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,126,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,127,,1
AMBON15,DBO3.4,PSBTA,5,Lumpenus fabricii,,137,,1
AMBON15,DBO3.4,PSBTA,6,Aspidophoroides olrikii,,34,,1
AMBON15,DBO3.4,PSBTA,6,Aspidophoroides olrikii,,68,,1
AMBON15,DBO3.4,PSBTA,6,Aspidophoroides olrikii,,67,,1
AMBON15,DBO3.4,PSBTA,6,Aspidophoroides olrikii,,72,,1
AMBON15,DBO3.4,PSBTA,6,Gymnocanthus tricuspis,,73,,1
AMBON15,DBO3.4,PSBTA,6,Gymnocanthus tricuspis,,80,,1
AMBON15,DBO3.4,PSBTA,6,Gymnocanthus tricuspis,,82,,1
AMBON15,DBO3.4,PSBTA,6,Gymnocanthus tricuspis,,95,,1
AMBON15,DBO3.4,PSBTA,6,Gymnocanthus tricuspis,,101,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,24,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,26,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,23,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,24,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,30,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,31,,1
AMBON15,DBO3.4,PSBTA,6,Liparis sp.,,35,,1
AMBON15,DBO3.4,PSBTA,6,Lumpenus fabricii,,125,,1
AMBON15,DBO3.4,PSBTA,6,Lumpenus fabricii,,181,,1
AMBON15,DBO3.4,PSBTA,6,Myoxocephalus scorpius,,94,,1
AMBON15,DBO3.4,PSBTA,6,Stichaeus punctatus,,97,,1
AMBON15,DBO3.4,PSBTA,6,Stichaeus punctatus,,91,,1
AMBON15,DBO3.4,PSBTA,6,Stichaeus punctatus,,118,,1
AMBON15,DBO3.5,PSBTA,4,Anisarchus medius,,137,,1
AMBON15,DBO3.5,PSBTA,4,Gymnocanthus tricuspis,,59,,1
AMBON15,DBO3.5,PSBTA,4,Gymnocanthus tricuspis,,92,,1
AMBON15,DBO3.5,PSBTA,4,Hippoglossoides robustus,,105,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,27,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,26,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,24,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,34,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,35,,1
AMBON15,DBO3.5,PSBTA,4,Liparis sp.,,31,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,64,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,96,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,100,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,100,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,96,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,92,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,99,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,96,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,95,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,108,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,103,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,101,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,109,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,103,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,107,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,107,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,103,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,104,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,115,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,120,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,111,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,120,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,113,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,113,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,127,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,123,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,121,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,123,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,124,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,139,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,139,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,134,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,134,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,134,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,137,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,133,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,136,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,137,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,131,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,141,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,141,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,144,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,160,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,152,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,153,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,167,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,161,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,165,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,161,,1
AMBON15,DBO3.5,PSBTA,4,Lumpenus fabricii,,184,,1
AMBON15,DBO3.5,PSBTA,4,Stichaeus punctatus,,91,,1
AMBON15,DBO3.6,PSBTA,3,Boreogadus saida,,179,,1
AMBON15,DBO3.6,PSBTA,3,Gymnelus hemifasciatus,,133,,1
AMBON15,DBO3.6,PSBTA,3,Gymnocanthus tricuspis,,60,,1
AMBON15,DBO3.6,PSBTA,3,Gymnocanthus tricuspis,,94,,1
AMBON15,DBO3.6,PSBTA,3,Gymnocanthus tricuspis,,92,,1
AMBON15,DBO3.6,PSBTA,3,Gymnocanthus tricuspis,,91,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,100,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,103,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,106,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,126,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,132,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,133,,1
AMBON15,DBO3.6,PSBTA,3,Hippoglossoides robustus,,136,,1
AMBON15,DBO3.6,PSBTA,3,Liparis gibbus,,87,,1
AMBON15,DBO3.6,PSBTA,3,Liparis gibbus,,94,,1
AMBON15,DBO3.6,PSBTA,3,Liparis gibbus,,220,,1
AMBON15,DBO3.6,PSBTA,3,Liparis sp.,,20,,1
AMBON15,DBO3.6,PSBTA,3,Liparis sp.,,27,,1
AMBON15,DBO3.6,PSBTA,3,Liparis sp.,,27,,1
AMBON15,DBO3.6,PSBTA,3,Liparis sp.,,30,,1
AMBON15,DBO3.6,PSBTA,3,Liparis sp.,,33,,1
AMBON15,DBO3.6,PSBTA,3,Liparis tunicatus,,90,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,92,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,94,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,91,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,98,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,96,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,96,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,91,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,103,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,117,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,124,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,123,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,172,,1
AMBON15,DBO3.6,PSBTA,3,Lumpenus fabricii,,173,,1
AMBON15,DBO3.6,PSBTA,3,Myoxocephalus scorpius,,80,,1
AMBON15,DBO3.6,PSBTA,3,Triglops pingelii,,143,,1
AMBON15,DBO3.7,PSBTA,2,Aspidophoroides olrikii,,,,1
